OMR Version,Policy # (masked),Odom Reading 1 (Previous),Odom Reading 1 (Update),Odom Reading 2 (Previous),Odom Reading 2 (Update),Odom Reading 3 (Previous),Odom Reading 3 (Update),Odom Reading 4 (Previous),Odom Reading 4 (Update),Odom Reading All (Previous),Odom Reading All (Update),Diff All,Count1,Count2,Count3,Count4,#Cars in Policy
Sign Bottom,8725,72904,114520,,,,,,,72904,114520,41616,1,0,0,0,1
Sign Bottom,8726,36162,56694,,,,,,,36162,56694,20532,1,0,0,0,1
Sign Bottom,8727,118828,147408,,,,,,,118828,147408,28580,1,0,0,0,1
Sign Bottom,8728,237406,272133,15200,18278,,,,,126303,145205.5,18902.5,1,1,0,0,2
Sign Bottom,8729,41285,79071,64316,94627,,,,,52800.5,86849,34048.5,1,1,0,0,2
Sign Top,8730,60040,76218,94910,122805,,,,,77475,99511.5,22036.5,1,1,0,0,2
Sign Top,8731,60998,99993,26484,62750,,,,,43741,81371.5,37630.5,1,1,0,0,2
Sign Bottom,8732,59540,73484,,,,,,,59540,73484,13944,1,0,0,0,1
Sign Bottom,8733,40071,78039,,,,,,,40071,78039,37968,1,0,0,0,1
Sign Top,8734,132144,133856,,,,,,,132144,133856,1712,1,0,0,0,1
Sign Top,8735,54768,58139,,,,,,,54768,58139,3371,1,0,0,0,1
Sign Top,8736,21331,57733,57409,86374,,,,,39370,72053.5,32683.5,1,1,0,0,2
Sign Bottom,8737,97554,122169,40605,47482,,,,,69079.5,84825.5,15746,1,1,0,0,2
Sign Bottom,8738,35322,53783,27300,54219,,,,,31311,54001,22690,1,1,0,0,2
Sign Bottom,8739,138926,184976,,,,,,,138926,184976,46050,1,0,0,0,1
Sign Bottom,8740,113629,150262,,,,,,,113629,150262,36633,1,0,0,0,1
Sign Bottom,8741,12179,44383,,,,,,,12179,44383,32204,1,0,0,0,1
Sign Top,8742,99485,144364,,,,,,,99485,144364,44879,1,0,0,0,1
Sign Bottom,8743,18078,47596,,,,,,,18078,47596,29518,1,0,0,0,1
Sign Bottom,8744,43082,44970,,,56596,94640,,,49839,69805,19966,1,0,1,0,2
Sign Top,8745,111172,155957,,,,,,,111172,155957,44785,1,0,0,0,1
Sign Bottom,8746,2850,21600,,,,,,,2850,21600,18750,1,0,0,0,1
Sign Bottom,8747,32639,62323,,,,,,,32639,62323,29684,1,0,0,0,1
Sign Bottom,8748,154616,159964,,,,,,,154616,159964,5348,1,0,0,0,1
Sign Top,8749,134277,164102,56493,101439,,,,,95385,132770.5,37385.5,1,1,0,0,2
Sign Top,8750,15000,48319,55000,59934,,,,,35000,54126.5,19126.5,1,1,0,0,2
Sign Top,8751,107372,142716,96891,131370,,,,,102131.5,137043,34911.5,1,1,0,0,2
Sign Top,8752,17200,33790,,,,,,,17200,33790,16590,1,0,0,0,1
Sign Top,8753,6238,38957,12000,49276,,,,,9119,44116.5,34997.5,1,1,0,0,2
Sign Top,8754,61101,98950,9223,49753,,,,,35162,74351.5,39189.5,1,1,0,0,2
Sign Bottom,8755,131031,142169,6988,10237,,,,,69009.5,76203,7193.5,1,1,0,0,2
Sign Bottom,8756,120430,158941,,,,,,,120430,158941,38511,1,0,0,0,1
Sign Bottom,8757,917,9724,895,7129,,,,,906,8426.5,7520.5,1,1,0,0,2
Sign Top,8758,423,6180,930,3236,,,,,676.5,4708,4031.5,1,1,0,0,2
Sign Top,8759,64949,109007,91390,120157,,,,,78169.5,114582,36412.5,1,1,0,0,2
Sign Bottom,8760,108549,118831,42883,77522,,,,,75716,98176.5,22460.5,1,1,0,0,2
Sign Top,8761,225746,274888,,,,,,,225746,274888,49142,1,0,0,0,1
Sign Bottom,8762,105175,132371,134952,156797,,,,,120063.5,144584,24520.5,1,1,0,0,2
Sign Bottom,8763,5196,16060,100273,113121,,,,,52734.5,64590.5,11856,1,1,0,0,2
Sign Bottom,8764,102701,143189,,,,,,,102701,143189,40488,1,0,0,0,1
Sign Top,8765,94005,116503,,,,,,,94005,116503,22498,1,0,0,0,1
Sign Top,8766,30812,47941,,,,,,,30812,47941,17129,1,0,0,0,1
Sign Top,8767,0,2796,22419,71144,,,,,11209.5,36970,25760.5,1,1,0,0,2
Sign Top,8768,15000,27105,,,,,,,15000,27105,12105,1,0,0,0,1
Sign Bottom,8769,112836,154209,,,,,,,112836,154209,41373,1,0,0,0,1
Sign Bottom,8770,25448,51060,,,33217,42140,,,29332.5,46600,17267.5,1,0,1,0,2
Sign Bottom,8771,143398,182861,,,,,,,143398,182861,39463,1,0,0,0,1
Sign Bottom,8772,119282,154889,44785,90484,,,,,82033.5,122686.5,40653,1,1,0,0,2
Sign Bottom,8773,36713,62671,,,,,,,36713,62671,25958,1,0,0,0,1
Sign Bottom,8774,73262,114764,,,,,,,73262,114764,41502,1,0,0,0,1
Sign Top,8775,147,8047,,,,,,,147,8047,7900,1,0,0,0,1
Sign Top,8776,58544,69809,87000,87493,,,,,72772,78651,5879,1,1,0,0,2
Sign Top,8777,74692,101084,,,,,,,74692,101084,26392,1,0,0,0,1
Sign Top,8778,68943,71667,,,,,,,68943,71667,2724,1,0,0,0,1
Sign Bottom,8779,86679,105800,48816,73345,,,,,67747.5,89572.5,21825,1,1,0,0,2
Sign Top,8780,87000,101474,176000,180619,,,,,131500,141046.5,9546.5,1,1,0,0,2
Sign Bottom,8781,50713,87787,,,,,,,50713,87787,37074,1,0,0,0,1
Sign Bottom,8782,37432,38736,57100,72799,,,,,47266,55767.5,8501.5,1,1,0,0,2
Sign Bottom,8783,177185,189429,,,,,,,177185,189429,12244,1,0,0,0,1
Sign Bottom,8784,123792,156852,,,,,,,123792,156852,33060,1,0,0,0,1
Sign Bottom,8785,139355,159889,,,,,,,139355,159889,20534,1,0,0,0,1
Sign Bottom,8786,62561,78013,88202,131295,,,,,75381.5,104654,29272.5,1,1,0,0,2
Sign Top,8787,64481,84748,,,,,,,64481,84748,20267,1,0,0,0,1
Sign Bottom,8788,22876,51464,24311,38176,,,,,23593.5,44820,21226.5,1,1,0,0,2
Sign Top,8789,27347,38472,,,,,,,27347,38472,11125,1,0,0,0,1
Sign Top,8790,77676,118013,51395,100391,,,,,64535.5,109202,44666.5,1,1,0,0,2
Sign Top,8791,22000,42396,,,,,,,22000,42396,20396,1,0,0,0,1
Sign Bottom,8792,55771,63798,,,,,,,55771,63798,8027,1,0,0,0,1
Sign Top,8793,37542,60409,72874,99278,,,,,55208,79843.5,24635.5,1,1,0,0,2
Sign Bottom,8794,44000,60509,127150,143012,95473,96899,,,88874.33333,100140,11265.66667,1,1,1,0,3
Sign Bottom,8795,57002,99266,,,,,,,57002,99266,42264,1,0,0,0,1
Sign Bottom,8796,20399,49115,,,,,,,20399,49115,28716,1,0,0,0,1
Sign Top,8797,29270,35700,,,,,,,29270,35700,6430,1,0,0,0,1
Sign Top,8798,45586,82441,,,60455,83264,,,53020.5,82852.5,29832,1,0,1,0,2
Sign Top,8799,38463,87066,20,46667,,,,,19241.5,66866.5,47625,1,1,0,0,2
Sign Bottom,8800,28247,35058,82319,87121,,,,,55283,61089.5,5806.5,1,1,0,0,2
Sign Bottom,8801,131016,170215,104652,134567,,,,,117834,152391,34557,1,1,0,0,2
Sign Top,8802,80000,124396,20000,61100,,,,,50000,92748,42748,1,1,0,0,2
Sign Bottom,8803,6186,31035,,,,,,,6186,31035,24849,1,0,0,0,1
Sign Bottom,8804,116894,127200,,,,,,,116894,127200,10306,1,0,0,0,1
Sign Top,8805,28949,66966,,,,,,,28949,66966,38017,1,0,0,0,1
Sign Top,8806,27500,30866,,,,,,,27500,30866,3366,1,0,0,0,1
Sign Bottom,8807,62098,109338,13219,48055,58141,99315,,,44486,85569.33333,41083.33333,1,1,1,0,3
Sign Top,8808,153000,191991,,,,,,,153000,191991,38991,1,0,0,0,1
Sign Bottom,8809,95427,134293,125595,174571,,,,,110511,154432,43921,1,1,0,0,2
Sign Top,8810,38187,60930,,,,,,,38187,60930,22743,1,0,0,0,1
Sign Top,8811,8334,46069,,,,,,,8334,46069,37735,1,0,0,0,1
Sign Top,8812,58844,60144,,,,,,,58844,60144,1300,1,0,0,0,1
Sign Bottom,8813,17000,34414,115561,150395,71790,86305,,,68117,90371.33333,22254.33333,1,1,1,0,3
Sign Top,8814,41000,68542,,,,,,,41000,68542,27542,1,0,0,0,1
Sign Top,8815,29130,42951,797,21638,,,54107,74912,28011.33333,46500.33333,18489,1,1,0,1,3
Sign Bottom,8816,60422,98672,,,,,,,60422,98672,38250,1,0,0,0,1
Sign Bottom,8817,40175,53270,,,,,,,40175,53270,13095,1,0,0,0,1
Sign Top,8818,7128,38332,7,45510,98776,99544,,,35303.66667,61128.66667,25825,1,1,1,0,3
Sign Bottom,8819,146346,167511,47553,59975,,,,,96949.5,113743,16793.5,1,1,0,0,2
Sign Bottom,8820,162009,176067,,,,,,,162009,176067,14058,1,0,0,0,1
Sign Top,8821,99282,130795,,,,,,,99282,130795,31513,1,0,0,0,1
Sign Top,8822,120828,128027,35376,44718,,,,,78102,86372.5,8270.5,1,1,0,0,2
Sign Bottom,8823,83066,96133,,,,,,,83066,96133,13067,1,0,0,0,1
Sign Bottom,8824,92415,123053,32852,43574,,,,,62633.5,83313.5,20680,1,1,0,0,2
Sign Bottom,8825,73628,110352,,,,,,,73628,110352,36724,1,0,0,0,1
Sign Bottom,8826,93257,122820,14111,29640,107247,150993,,,71538.33333,101151,29612.66667,1,1,1,0,3
Sign Top,8827,0,17308,0,21708,,,,,0,19508,19508,1,1,0,0,2
Sign Bottom,8828,18848,48461,,,,,,,18848,48461,29613,1,0,0,0,1
Sign Bottom,8829,27131,39653,25084,64234,22494,47771,,,24903,50552.66667,25649.66667,1,1,1,0,3
Sign Top,8830,61506,76500,32000,62675,,,,,46753,69587.5,22834.5,1,1,0,0,2
Sign Top,8831,17600,29903,30000,35256,,,,,23800,32579.5,8779.5,1,1,0,0,2
Sign Top,8832,118577,138785,,,,,,,118577,138785,20208,1,0,0,0,1
Sign Bottom,8833,9950,39151,25405,71737,,,,,17677.5,55444,37766.5,1,1,0,0,2
Sign Top,8834,27539,61591,60198,99618,,,,,43868.5,80604.5,36736,1,1,0,0,2
Sign Top,8835,95000,107140,,,,,,,95000,107140,12140,1,0,0,0,1
Sign Top,8836,83000,111469,,,,,,,83000,111469,28469,1,0,0,0,1
Sign Bottom,8837,29640,67789,,,,,,,29640,67789,38149,1,0,0,0,1
Sign Bottom,8838,46849,83441,,,,,,,46849,83441,36592,1,0,0,0,1
Sign Top,8839,51000,69862,,,,,,,51000,69862,18862,1,0,0,0,1
Sign Top,8840,33000,36038,,,,,,,33000,36038,3038,1,0,0,0,1
Sign Bottom,8841,141286,142280,,,,,,,141286,142280,994,1,0,0,0,1
Sign Top,8842,62451,98903,,,,,,,62451,98903,36452,1,0,0,0,1
Sign Top,8843,54684,83923,60666,96054,31102,53654,,,48817.33333,77877,29059.66667,1,1,1,0,3
Sign Bottom,8844,49584,89402,,,82765,125452,72469,102500,68272.66667,105784.6667,37512,1,0,1,1,3
Sign Bottom,8845,17328,57892,,,,,,,17328,57892,40564,1,0,0,0,1
Sign Bottom,8846,42464,53892,26094,35626,,,,,34279,44759,10480,1,1,0,0,2
Sign Bottom,8847,178886,210524,,,,,,,178886,210524,31638,1,0,0,0,1
Sign Top,8848,75000,80888,,,,,,,75000,80888,5888,1,0,0,0,1
Sign Bottom,8849,29024,30963,,,,,,,29024,30963,1939,1,0,0,0,1
Sign Bottom,8850,59132,94163,127063,171886,26508,31398,105626,119054,79582.25,104125.25,24543,1,1,1,1,4
Sign Top,8851,92688,120738,,,,,,,92688,120738,28050,1,0,0,0,1
Sign Top,8852,55000,68765,160000,193246,,,,,107500,131005.5,23505.5,1,1,0,0,2
Sign Top,8853,55560,95302,,,,,,,55560,95302,39742,1,0,0,0,1
Sign Top,8854,24146,61155,,,,,,,24146,61155,37009,1,0,0,0,1
Sign Top,8855,58328,106681,,,,,,,58328,106681,48353,1,0,0,0,1
Sign Top,8856,447,29032,,,,,,,447,29032,28585,1,0,0,0,1
Sign Top,8857,42501,50631,,,,,,,42501,50631,8130,1,0,0,0,1
Sign Bottom,8858,123577,136769,,,,,,,123577,136769,13192,1,0,0,0,1
Sign Bottom,8859,79784,118579,67555,99250,128740,160760,,,92026.33333,126196.3333,34170,1,1,1,0,3
Sign Top,8860,100295,104715,,,,,,,100295,104715,4420,1,0,0,0,1
Sign Top,8861,33000,77965,300,6962,,,,,16650,42463.5,25813.5,1,1,0,0,2
Sign Bottom,8862,61878,100644,,,,,,,61878,100644,38766,1,0,0,0,1
Sign Top,8863,51000,76568,,,,,,,51000,76568,25568,1,0,0,0,1
Sign Bottom,8864,60000,77271,,,,,,,60000,77271,17271,1,0,0,0,1
Sign Top,8865,98585,130689,147822,163232,,,,,123203.5,146960.5,23757,1,1,0,0,2
Sign Bottom,8866,152691,162753,163110,181713,,,,,157900.5,172233,14332.5,1,1,0,0,2
Sign Bottom,8867,60559,62690,,,,,,,60559,62690,2131,1,0,0,0,1
Sign Bottom,8868,41241,47962,,,,,,,41241,47962,6721,1,0,0,0,1
Sign Top,8869,135000,161028,,,90000,137799,,,112500,149413.5,36913.5,1,0,1,0,2
Sign Bottom,8870,9268,24194,,,22975,31941,,,16121.5,28067.5,11946,1,0,1,0,2
Sign Bottom,8871,131419,162031,57150,79923,,,,,94284.5,120977,26692.5,1,1,0,0,2
Sign Bottom,8872,110961,126619,,,,,,,110961,126619,15658,1,0,0,0,1
Sign Top,8873,10,43691,,,,,,,10,43691,43681,1,0,0,0,1
Sign Bottom,8874,49819,93084,,,73179,85654,,,61499,89369,27870,1,0,1,0,2
Sign Bottom,8875,535,6838,33643,39293,,,,,17089,23065.5,5976.5,1,1,0,0,2
Sign Top,8876,55000,88628,,,,,,,55000,88628,33628,1,0,0,0,1
Sign Top,8877,165545,176717,,,,,,,165545,176717,11172,1,0,0,0,1
Sign Bottom,8878,16503,49095,,,,,,,16503,49095,32592,1,0,0,0,1
Sign Bottom,8879,105528,118475,100529,126552,,,,,103028.5,122513.5,19485,1,1,0,0,2
Sign Top,8880,35432,84253,,,53159,70442,,,44295.5,77347.5,33052,1,0,1,0,2
Sign Top,8881,38000,54167,,,,,,,38000,54167,16167,1,0,0,0,1
Sign Top,8882,54075,94652,,,,,,,54075,94652,40577,1,0,0,0,1
Sign Bottom,8883,57632,74147,,,,,,,57632,74147,16515,1,0,0,0,1
Sign Top,8884,93339,140897,,,,,,,93339,140897,47558,1,0,0,0,1
Sign Bottom,8885,114063,131293,,,,,,,114063,131293,17230,1,0,0,0,1
Sign Bottom,8886,105950,136899,,,,,,,105950,136899,30949,1,0,0,0,1
Sign Top,8887,55747,76869,63207,87862,,,43890,87923,54281.33333,84218,29936.66667,1,1,0,1,3
Sign Bottom,8888,11132,55450,76924,109220,,,,,44028,82335,38307,1,1,0,0,2
Sign Bottom,8889,68238,96531,,,,,,,68238,96531,28293,1,0,0,0,1
Sign Top,8890,679,47128,,,,,,,679,47128,46449,1,0,0,0,1
Sign Bottom,8891,50467,95764,,,,,,,50467,95764,45297,1,0,0,0,1
Sign Bottom,8892,22533,65988,,,,,,,22533,65988,43455,1,0,0,0,1
Sign Bottom,8893,93792,139874,169704,171213,,,,,131748,155543.5,23795.5,1,1,0,0,2
Sign Bottom,8894,125472,130894,,,,,,,125472,130894,5422,1,0,0,0,1
Sign Bottom,8895,97380,105290,154011,181906,,,,,125695.5,143598,17902.5,1,1,0,0,2
Sign Bottom,8896,35271,58152,33804,77785,,,,,34537.5,67968.5,33431,1,1,0,0,2
Sign Bottom,8897,20122,31188,73467,85991,,,,,46794.5,58589.5,11795,1,1,0,0,2
Sign Bottom,8898,138805,183710,,,,,,,138805,183710,44905,1,0,0,0,1
Sign Bottom,8899,7002,49883,11508,38844,,,,,9255,44363.5,35108.5,1,1,0,0,2
Sign Top,8900,55000,68951,,,70296,90775,,,62648,79863,17215,1,0,1,0,2
Sign Top,8901,40643,62997,,,,,,,40643,62997,22354,1,0,0,0,1
Sign Bottom,8902,38273,69274,,,,,,,38273,69274,31001,1,0,0,0,1
Sign Top,8903,54000,86995,,,,,,,54000,86995,32995,1,0,0,0,1
Sign Top,8904,67210,97408,,,,,,,67210,97408,30198,1,0,0,0,1
Sign Top,8905,44,41097,,,,,,,44,41097,41053,1,0,0,0,1
Sign Bottom,8906,161024,199815,22515,23879,,,,,91769.5,111847,20077.5,1,1,0,0,2
Sign Bottom,8907,49777,88097,175733,219012,,,,,112755,153554.5,40799.5,1,1,0,0,2
Sign Top,8908,803,15862,,,,,,,803,15862,15059,1,0,0,0,1
Sign Bottom,8909,97000,126454,,,,,,,97000,126454,29454,1,0,0,0,1
Sign Bottom,8910,12176,49189,9317,34668,,,,,10746.5,41928.5,31182,1,1,0,0,2
Sign Bottom,8911,190000,224656,,,,,,,190000,224656,34656,1,0,0,0,1
Sign Bottom,8912,131,43547,,,8429,14580,,,4280,29063.5,24783.5,1,0,1,0,2
Sign Top,8913,1211,7774,,,,,,,1211,7774,6563,1,0,0,0,1
Sign Top,8914,61832,63149,,,,,,,61832,63149,1317,1,0,0,0,1
Sign Top,8915,135968,160295,160298,179787,,,,,148133,170041,21908,1,1,0,0,2
Sign Bottom,8916,2872,22053,,,,,,,2872,22053,19181,1,0,0,0,1
Sign Bottom,8917,69426,76181,95035,143013,,,,,82230.5,109597,27366.5,1,1,0,0,2
Sign Top,8918,34636,65131,68754,87837,,,,,51695,76484,24789,1,1,0,0,2
Sign Top,8919,76000,94087,20000,28517,,,,,48000,61302,13302,1,1,0,0,2
Sign Bottom,8920,45136,72726,,,,,,,45136,72726,27590,1,0,0,0,1
Sign Top,8921,78000,117900,106000,110404,,,,,92000,114152,22152,1,1,0,0,2
Sign Bottom,8922,100738,133360,85663,133175,,,,,93200.5,133267.5,40067,1,1,0,0,2
Sign Bottom,8923,118110,129302,86474,114841,,,,,102292,122071.5,19779.5,1,1,0,0,2
Sign Bottom,8924,96199,129466,,,,,,,96199,129466,33267,1,0,0,0,1
Sign Top,8925,553,46869,60638,80146,70552,105433,,,43914.33333,77482.66667,33568.33333,1,1,1,0,3
Sign Top,8926,127239,139021,,,,,,,127239,139021,11782,1,0,0,0,1
Sign Bottom,8927,118235,165450,70692,97528,127534,162281,,,105487,141753,36266,1,1,1,0,3
Sign Bottom,8928,80900,104618,129664,177880,,,,,105282,141249,35967,1,1,0,0,2
Sign Bottom,8929,9066,56380,37275,54585,103423,104606,,,49921.33333,71857,21935.66667,1,1,1,0,3
Sign Bottom,8930,51032,79407,,,,,,,51032,79407,28375,1,0,0,0,1
Sign Bottom,8931,68452,71843,146474,188552,,,,,107463,130197.5,22734.5,1,1,0,0,2
Sign Top,8932,23914,69244,,,78518,107516,,,51216,88380,37164,1,0,1,0,2
Sign Bottom,8933,132800,140243,75674,93815,,,,,104237,117029,12792,1,1,0,0,2
Sign Top,8934,258685,276155,97000,113823,,,,,177842.5,194989,17146.5,1,1,0,0,2
Sign Top,8935,66708,98047,,,,,,,66708,98047,31339,1,0,0,0,1
Sign Bottom,8936,78653,97931,41717,55143,,,,,60185,76537,16352,1,1,0,0,2
Sign Top,8937,5400,46770,6,17948,,,,,2703,32359,29656,1,1,0,0,2
Sign Top,8938,109712,156457,,,,,,,109712,156457,46745,1,0,0,0,1
Sign Bottom,8939,30397,69292,65219,87647,,,,,47808,78469.5,30661.5,1,1,0,0,2
Sign Bottom,8940,152695,164641,62527,62911,,,,,107611,113776,6165,1,1,0,0,2
Sign Top,8941,13063,61635,50754,58928,,,,,31908.5,60281.5,28373,1,1,0,0,2
Sign Top,8942,156983,156993,352,2536,,,,,78667.5,79764.5,1097,1,1,0,0,2
Sign Top,8943,12500,35861,4000,45618,,,,,8250,40739.5,32489.5,1,1,0,0,2
Sign Bottom,8944,71251,98371,,,,,,,71251,98371,27120,1,0,0,0,1
Sign Top,8945,3000,21369,35000,38054,,,,,19000,29711.5,10711.5,1,1,0,0,2
Sign Top,8946,99504,147166,,,,,,,99504,147166,47662,1,0,0,0,1
Sign Top,8947,31132,47596,72120,73102,,,,,51626,60349,8723,1,1,0,0,2
Sign Top,8948,91119,96632,28500,74233,,,,,59809.5,85432.5,25623,1,1,0,0,2
Sign Bottom,8949,6474,53684,85529,132058,,,,,46001.5,92871,46869.5,1,1,0,0,2
Sign Top,8950,92702,108405,3557,13815,,,,,48129.5,61110,12980.5,1,1,0,0,2
Sign Bottom,8951,13552,25220,,,,,,,13552,25220,11668,1,0,0,0,1
Sign Top,8952,5000,8489,152901,196918,,,,,78950.5,102703.5,23753,1,1,0,0,2
Sign Top,8953,99916,141923,,,,,,,99916,141923,42007,1,0,0,0,1
Sign Bottom,8954,18325,30250,20868,42875,,,,,19596.5,36562.5,16966,1,1,0,0,2
Sign Bottom,8955,280454,306109,90870,91378,,,,,185662,198743.5,13081.5,1,1,0,0,2
Sign Top,8956,38263,69014,48786,81941,,,,,43524.5,75477.5,31953,1,1,0,0,2
Sign Bottom,8957,44695,94554,86374,136144,,,,,65534.5,115349,49814.5,1,1,0,0,2
Sign Bottom,8958,118919,163589,10947,55124,,,,,64933,109356.5,44423.5,1,1,0,0,2
Sign Top,8959,63000,110017,,,78000,115764,,,70500,112890.5,42390.5,1,0,1,0,2
Sign Top,8960,13046,25685,107368,142928,,,,,60207,84306.5,24099.5,1,1,0,0,2
Sign Bottom,8961,93849,109762,,,,,,,93849,109762,15913,1,0,0,0,1
Sign Top,8962,35456,41630,,,,,,,35456,41630,6174,1,0,0,0,1
Sign Bottom,8963,53000,87018,,,,,,,53000,87018,34018,1,0,0,0,1
Sign Top,8964,63314,112691,90959,138480,,,,,77136.5,125585.5,48449,1,1,0,0,2
Sign Bottom,8965,55626,102906,,,,,,,55626,102906,47280,1,0,0,0,1
Sign Bottom,8966,48760,61448,,,,,,,48760,61448,12688,1,0,0,0,1
Sign Top,8967,132300,147568,47376,71949,884594,931105,,,354756.6667,383540.6667,28784,1,1,1,0,3
Sign Top,8968,99186,142351,,,,,,,99186,142351,43165,1,0,0,0,1
Sign Bottom,8969,64578,105583,,,,,,,64578,105583,41005,1,0,0,0,1
Sign Top,8970,15000,63800,38000,62918,,,,,26500,63359,36859,1,1,0,0,2
Sign Top,8971,33915,60271,124000,139518,,,,,78957.5,99894.5,20937,1,1,0,0,2
Sign Top,8972,75000,96337,,,,,,,75000,96337,21337,1,0,0,0,1
Sign Bottom,8973,252892,258454,,,,,,,252892,258454,5562,1,0,0,0,1
Sign Top,8974,192096,241710,72248,122245,,,,,132172,181977.5,49805.5,1,1,0,0,2
Sign Top,8975,33262,48128,,,,,,,33262,48128,14866,1,0,0,0,1
Sign Top,8976,31209,60166,,,,,,,31209,60166,28957,1,0,0,0,1
Sign Top,8977,1158,47837,,,87548,113845,,,44353,80841,36488,1,0,1,0,2
Sign Top,8978,6,5566,38032,73367,,,,,19019,39466.5,20447.5,1,1,0,0,2
Sign Bottom,8979,56121,58786,,,,,,,56121,58786,2665,1,0,0,0,1
Sign Bottom,8980,69805,116662,,,,,,,69805,116662,46857,1,0,0,0,1
Sign Bottom,8981,30898,76970,,,,,,,30898,76970,46072,1,0,0,0,1
Sign Top,8982,115167,156589,,,,,,,115167,156589,41422,1,0,0,0,1
Sign Top,8983,42449,77483,,,,,,,42449,77483,35034,1,0,0,0,1
Sign Top,8984,32811,63103,,,,,,,32811,63103,30292,1,0,0,0,1
Sign Bottom,8985,120176,126137,,,,,,,120176,126137,5961,1,0,0,0,1
Sign Top,8986,267026,278056,98407,138923,,,110217,145960,158550,187646.3333,29096.33333,1,1,0,1,3
Sign Top,8987,36899,40408,,,,,,,36899,40408,3509,1,0,0,0,1
Sign Top,8988,5000,5658,79277,89640,,,,,42138.5,47649,5510.5,1,1,0,0,2
Sign Bottom,8989,20600,69190,32600,37271,,,,,26600,53230.5,26630.5,1,1,0,0,2
Sign Top,8990,33000,49742,,,,,88000,117107,60500,83424.5,22924.5,1,0,0,1,2
Sign Bottom,8991,81892,82407,,,,,,,81892,82407,515,1,0,0,0,1
Sign Bottom,8992,121635,153135,149503,181624,,,,,135569,167379.5,31810.5,1,1,0,0,2
Sign Bottom,8993,43325,60013,68118,78373,,,,,55721.5,69193,13471.5,1,1,0,0,2
Sign Bottom,8994,161926,203816,225688,262596,,,,,193807,233206,39399,1,1,0,0,2
Sign Bottom,8995,46106,76471,,,,,,,46106,76471,30365,1,0,0,0,1
Sign Top,8996,91059,93447,45919,47973,,,,,68489,70710,2221,1,1,0,0,2
Sign Bottom,8997,59939,74746,71718,91884,,,,,65828.5,83315,17486.5,1,1,0,0,2
Sign Top,8998,26327,26665,50248,86366,144542,171887,,,73705.66667,94972.66667,21267,1,1,1,0,3
Sign Bottom,8999,33258,72417,,,,,,,33258,72417,39159,1,0,0,0,1
Sign Top,9000,57787,70929,76542,116059,,,,,67164.5,93494,26329.5,1,1,0,0,2
Sign Bottom,9001,8522,44597,,,,,,,8522,44597,36075,1,0,0,0,1
Sign Bottom,9002,61922,93368,198981,223963,133137,154009,,,131346.6667,157113.3333,25766.66667,1,1,1,0,3
Sign Bottom,9003,72562,73839,,,,,,,72562,73839,1277,1,0,0,0,1
Sign Bottom,9004,144733,193051,,,,,,,144733,193051,48318,1,0,0,0,1
Sign Bottom,9005,152102,165340,113337,146134,,,57253,74053,107564,128509,20945,1,1,0,1,3
Sign Bottom,9006,91000,126690,,,,,,,91000,126690,35690,1,0,0,0,1
Sign Bottom,9007,18349,47587,90479,129083,,,,,54414,88335,33921,1,1,0,0,2
Sign Top,9008,69071,76155,,,,,,,69071,76155,7084,1,0,0,0,1
Sign Top,9009,116735,132986,,,,,,,116735,132986,16251,1,0,0,0,1
Sign Bottom,9010,71652,97306,,,,,,,71652,97306,25654,1,0,0,0,1
Sign Top,9011,106602,139465,91274,108506,,,,,98938,123985.5,25047.5,1,1,0,0,2
Sign Bottom,9012,39112,47358,,,100304,115950,,,69708,81654,11946,1,0,1,0,2
Sign Top,9013,118933,164363,50215,59073,,,,,84574,111718,27144,1,1,0,0,2
Sign Top,9014,10000,27219,,,,,,,10000,27219,17219,1,0,0,0,1
Sign Top,9015,49264,88723,,,,,,,49264,88723,39459,1,0,0,0,1
Sign Top,9016,73458,87539,,,,,,,73458,87539,14081,1,0,0,0,1
Sign Top,9017,63877,65549,,,,,,,63877,65549,1672,1,0,0,0,1
Sign Bottom,9018,103724,116222,,,,,,,103724,116222,12498,1,0,0,0,1
Sign Top,9019,61500,89665,47500,65516,,,,,54500,77590.5,23090.5,1,1,0,0,2
Sign Bottom,9020,41321,48315,,,,,,,41321,48315,6994,1,0,0,0,1
Sign Top,9021,0,41104,,,,,,,0,41104,41104,1,0,0,0,1
Sign Bottom,9022,9104,55141,,,,,,,9104,55141,46037,1,0,0,0,1
Sign Bottom,9023,75321,94950,30175,67109,,,,,52748,81029.5,28281.5,1,1,0,0,2
Sign Bottom,9024,21117,49774,65969,67081,,,,,43543,58427.5,14884.5,1,1,0,0,2
Sign Top,9025,84500,109543,,,35300,75780,,,59900,92661.5,32761.5,1,0,1,0,2
Sign Bottom,9026,185215,188920,,,184512,192549,,,184863.5,190734.5,5871,1,0,1,0,2
Sign Top,9027,152355,167351,162580,177620,,,,,157467.5,172485.5,15018,1,1,0,0,2
Sign Top,9028,44099,76771,,,,,,,44099,76771,32672,1,0,0,0,1
Sign Top,9029,1173,30427,24674,38144,,,,,12923.5,34285.5,21362,1,1,0,0,2
Sign Top,9030,50000,62880,47000,84147,,,,,48500,73513.5,25013.5,1,1,0,0,2
Sign Top,9031,62952,94940,,,,,,,62952,94940,31988,1,0,0,0,1
Sign Top,9032,14,28935,,,,,,,14,28935,28921,1,0,0,0,1
Sign Bottom,9033,127169,162094,,,,,,,127169,162094,34925,1,0,0,0,1
